0.66,0.52,0.34,0.28,0.34,0.24,0.04,0.36,0.3,0.02
1,0.96,0.68,0.36,0.62,0.08,0.04,0.16,0.02,0.04
1,1,0.88,0.98,0.98,0.66,0.28,0.04,0.08,0.12
1,1,1,1,0.84,0.26,0.12,0.2,0.28,0.12
0.06,0.04,0.02,0.08,0.06,0.1,0.04,0.12,0.04,0.16
0.36,0.26,0.38,0.44,0.06,0.12,0.08,0.12,0.1,0.18
0.36,0.2,0.4,0.28,0.1,0.18,0.08,0.14,0.1,0.16
0.72,0.82,0.8,0.8,0.32,0.2,0.12,0.14,0.04,0.24
0.7,0.82,0.72,0.84,0.18,0.06,0.26,0.16,0.08,0.26
0.64,0.4,0.48,0.64,0.22,0.2,0.2,0.18,0.08,0.14
0.64,0.76,0.88,0.72,0.26,0.12,0.1,0.06,0.04,0.18
0.92,0.88,0.64,0.72,0.06,0.1,0.18,0.08,0.04,0.18
0.86,0.64,0.5,0.56,0.26,0.12,0.08,0.14,0.08,0.16
1,1,1,1,0.98,0.64,0.14,0.04,0.12,0.14
1,1,0.88,0.82,0.22,0.08,0.1,0.08,0.04,0.1
0.94,0.96,0.98,0.68,0.34,0.18,0.08,0.06,0.2,0.06
0.94,0.74,0.34,0.28,0.1,0,0.06,0.02,0.06,0.1
1,1,1,0.94,0.74,0.32,0.04,0.04,0.18,0.06
0.1,0.24,0.3,0.36,0.16,0.2,0.12,0.14,0.16,0.18
1,1,1,1,0.82,0.16,0.12,0.1,0.1,0.08
0,0,0.02,0.04,0.04,0.02,0,0.04,0.14,0.06
0.58,0.06,0.32,0.02,0.04,0.08,0.02,0.04,0.22,0.06
1,0.98,1,0.96,0.46,0.04,0.1,0.06,0.16,0.06
0.86,0.46,0.88,0.56,0.72,0.4,0.18,0.16,0,0.06
1,1,1,1,0.94,0.56,0.22,0.18,0.06,0.22
0.5,0.5,0.32,0.26,0.24,0.04,0.08,0.26,0.02,0.08
0.92,0.88,0.34,0.74,0.62,0.12,0.06,0.18,0.04,0.06
1,1,1,1,0.96,0.7,0.22,0.14,0.02,0.12
0.48,0.36,0.12,0.44,0.22,0.04,0.04,0.28,0.08,0.08
0.98,0.94,0.8,0.84,0.22,0.16,0.08,0.28,0.04,0.06
0.84,0.68,0.78,0.4,0.12,0.12,0.06,0.04,0.04,0.08
0.54,0.48,0.34,0.58,0.12,0.12,0.04,0.16,0.1,0.02
0.98,0.9,0.86,0.64,0.06,0.48,0.1,0.28,0.02,0.1
